year,neutral,away_short_rest,away_long_rest,home_short_rest,home_long_rest,f+/-,s&p+,fei,team_rankings_rating,strength_of_schedule,away_points_per_play,away_yards_per_play,away_yards_per_rush,away_yards_per_pass,home_points_per_play,home_yards_per_play,home_yards_per_rush,home_yards_per_pass,away_sacked_percentage,home_sacked_percentage,away_turnovers,home_turnovers,result,close
2013,0,0,0,0,0,-2.0680195781884656,-1.726457169611154,-2.3717436122892597,-2.3176876654339322,-0.8190859625632713,-3.784885524310078,-2.4806239495609175,-0.9945167426812656,-3.2887872134876672,-2.4760389003581103,-2.581518758617727,-2.532624694437353,-1.7659520338216699,0.73911167660176,-2.468379220853934,-2.082849538010281,-1.782395653712836,-28.0,-12.5
2013,1,0,0,0,0,0.3041205262041861,0.21951517276842852,0.3925644599651187,0.5466244493947954,-0.6500682242565643,0.5112684287112422,0.6284972219266604,2.023400409824368,-0.27766467712943166,2.4241914655048973,2.0365959514942,2.0210775535038676,1.1259432909553717,-0.42127556072921846,2.3585815517889688,0.7708569529225403,0.9700778232039764,-14.0,3.0
2013,0,0,0,0,0,2.138981034302775,2.112091932582717,2.12639082481106,1.7637748900472063,1.1051159812361593,1.9472443872777836,2.3134751199546506,2.9185990286954078,1.3027016521221373,1.1384506974265165,1.3242930185092667,0.4756138900662049,1.8891655782068442,1.807659481879599,-1.898830122579782,1.0413755422109945,1.7841166861764193,42.0,21.0
2013,0,0,0,0,0,0.5068675436736434,0.8305979510156755,0.17992537748401272,0.06559493392737545,1.5731651027008855,-1.136160826130867,-0.9644213968418935,-0.4756138900662049,-2.3524159599063768,-0.5715495062689882,0.29814810348667853,0.7723535667613026,-0.5280857734092751,1.7782964849736258,2.5031621865766795,-0.7842020215517452,0.11371756641342212,20.0,10.5
2013,0,0,0,0,0,1.145520648702434,1.00858322623332,1.2594776423880893,1.1807088106927581,0.6240654952863018,0.5875725410867787,-0.17563369406257018,1.1282017909533288,0.7756590254917534,1.7793293555158596,2.1360955411034492,2.42484269736063,1.747912734342451,-1.1669263129086773,0.4419664861740352,1.5848958158949826,-0.4132124808907822,7.0,14.0
2013,0,0,0,0,0,-0.8008507190043566,-0.7653366834358724,-0.8341994774258773,-0.9037524229993951,0.026002728970262623,-1.7893305774573525,-1.5542099204027184,-0.253450714146242,-1.999283850245394,-1.7669122609116317,-0.9042124671946891,-1.0617375317748254,-1.2776397066580572,-0.04798231326819258,0.6634181118649239,-1.8969737363580501,-1.8554144051834374,-14.0,-6.5
2013,0,0,0,0,0,1.4293664731596742,1.3942179892048836,1.4394030198721022,1.4139352424345375,-0.4030422990390698,2.2713740764194714,2.520145905778102,3.4456141229071013,1.8927749730437906,1.4095015747664639,1.5081802807729994,1.1162003666307525,1.3803507200391958,1.2831459510218863,2.0045513857149535,0.5567668887249015,-1.1990370813178168,35.0,11.0
2013,0,0,0,0,0,0.09123615786125594,-0.03559705504352895,0.1962822299825593,0.23322643174177937,-0.23402456073236322,-0.37887585501200427,-0.6350049053391927,0.04172263614341293,-1.1115133863130995,1.2785974601714196,0.7882057411831142,-0.7406611302898307,2.320519837440951,1.1805024740892796,-1.7455513675376013,1.2977870002267444,0.8124162840971528,3.0,-3.0
2013,0,0,0,0,0,0.4156313858123877,0.25511222781195736,0.5724898374491315,0.626796035306032,1.4301500933644413,-0.3339403800304298,-0.2367752506470544,-1.2085676770045959,1.1470189036154725,-1.1115358012567635,-1.0190552700138469,-1.0698497733714585,0.7090189363635384,-1.572151708664855,-3.0409160700596565,-0.9700778232039764,0.09961043514071785,18.0,22.0
2013,0,0,0,0,0,0.6082410524083721,0.6526126757980306,0.5397761324520383,0.24051475773370995,1.3001364485131286,-0.15199581461024803,-0.06823120159322693,-1.4226186113279256,1.210811148546323,-0.9663002110307253,-0.9195556804045963,-0.7406611302898307,-0.7369287260249828,-1.1402673559655596,1.2743797544291389,-1.5982408845241882,-1.269572737681337,-3.0,3.0
